Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Type_Combined,Years_Established
14.8,Low Fat,0.0,Soft Drinks,76.267,Medium,Tier 1,Supermarket Type1,,test,Drinks,22
6.63,Regular,0.010939298,Snack Foods,57.9588,Small,Tier 1,Supermarket Type1,,test,Food,24
10.1,Not Applicable,0.030255476,Health and Hygiene,152.6656,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
9.3,Not Applicable,0.078196049,Household,243.9802,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
19.85,Low Fat,0.044678741,Dairy,86.4856,Medium,Tier 3,Supermarket Type2,,test,Food,12
18.35,Low Fat,0.041661002,Hard Drinks,190.2872,Small,Tier 2,Supermarket Type1,,test,Drinks,17
9.5,Low Fat,0.085091153,Hard Drinks,187.1872,Small,Tier 1,Supermarket Type1,,test,Drinks,24
13.65,Regular,0.079232324,Dairy,185.824,Small,Tier 2,Supermarket Type1,,test,Food,14
8.71,Regular,0.076971662,Dairy,45.7744,Small,Tier 3,Grocery Store,,test,Food,23
10.3,Regular,0.050274442,Canned,81.796,Medium,Tier 3,Supermarket Type2,,test,Food,12
8.785,Low Fat,0.026114508,Fruits and Vegetables,120.5414,Small,Tier 2,Supermarket Type1,,test,Food,14
7.6,Regular,0.141721145,Starchy Foods,171.3448,Medium,Tier 3,Supermarket Type3,,test,Food,36
16.1,Low Fat,0.02357284,Soft Drinks,190.3846,Small,Tier 2,Supermarket Type1,,test,Drinks,17
20.2,Low Fat,0.064364078,Snack Foods,258.3646,Small,Tier 1,Supermarket Type1,,test,Food,24
7.645,Regular,0.066977783,Snack Foods,43.0112,Medium,Tier 3,Supermarket Type2,,test,Food,12
19.7,Regular,0.081065919,Baking Goods,194.711,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.55,Regular,0.057920576,Breads,156.2288,Small,Tier 3,Grocery Store,,test,Food,23
7.59,Regular,0.253947823,Fruits and Vegetables,174.608,Small,Tier 1,Grocery Store,,test,Food,36
8.0,Regular,0.030326275,Breads,251.0092,Small,Tier 2,Supermarket Type1,,test,Food,19
20.7,Low Fat,0.021327353,Baking Goods,157.8288,Medium,Tier 3,Supermarket Type3,,test,Food,36
20.0,Regular,0.104507367,Canned,107.6622,Medium,Tier 3,Supermarket Type2,,test,Food,12
9.695,Regular,0.02920962,Canned,176.037,Medium,Tier 1,Supermarket Type1,,test,Food,22
10.895,Low Fat,0.064675749,Fruits and Vegetables,195.5794,Small,Tier 1,Supermarket Type1,,test,Food,24
13.65,Low Fat,0.065763945,Frozen Foods,46.4402,Small,Tier 2,Supermarket Type1,,test,Food,19
17.85,Low Fat,0.037795394,Soft Drinks,189.5188,High,Tier 3,Supermarket Type1,,test,Drinks,34
17.0,Regular,0.026677105,Canned,142.047,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.1,Not Applicable,0.0559533,Household,141.5496,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
7.71,Regular,0.066584547,Snack Foods,56.0956,Small,Tier 2,Supermarket Type1,,test,Food,17
14.6,Low Fat,0.149838383,Soft Drinks,49.3692,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
4.59,Low Fat,0.071068888,Soft Drinks,113.086,Medium,Tier 3,Supermarket Type2,,test,Drinks,12
19.7,Low Fat,0.038955892,Hard Drinks,125.1362,Small,Tier 2,Supermarket Type1,,test,Drinks,14
7.63,Low Fat,0.061064307,Soft Drinks,95.9436,Small,Tier 1,Supermarket Type1,,test,Drinks,24
6.89,Regular,0.238868509,Snack Foods,191.382,Small,Tier 1,Grocery Store,,test,Food,36
6.13,Low Fat,0.10210591,Fruits and Vegetables,52.9298,High,Tier 3,Supermarket Type1,,test,Food,34
8.985,Regular,0.057816167,Frozen Foods,130.331,Small,Tier 2,Supermarket Type1,,test,Food,17
15.2,Low Fat,0.09190597,Snack Foods,227.9352,Medium,Tier 1,Supermarket Type1,,test,Food,22
12.15,Not Applicable,0.006758464,Others,121.973,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
13.1,Low Fat,0.006072138,Frozen Foods,187.3898,Medium,Tier 1,Supermarket Type1,,test,Food,22
12.8,Low Fat,0.127308909,Fruits and Vegetables,94.741,Small,Tier 3,Grocery Store,,test,Food,23
14.7,Low Fat,0.021038512,Hard Drinks,145.7128,Small,Tier 2,Supermarket Type1,,test,Drinks,14
13.35,Low Fat,0.017770596,Dairy,75.3012,High,Tier 3,Supermarket Type1,,test,Drinks,34
6.71,Regular,0.029554862,Baking Goods,67.8142,Small,Tier 2,Supermarket Type1,,test,Food,17
20.0,Low Fat,0.034422963,Baking Goods,44.4086,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.325,Low Fat,0.029906169,Fruits and Vegetables,41.1138,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.75,Low Fat,0.108183728,Snack Foods,161.2578,Medium,Tier 3,Supermarket Type3,,test,Food,36
10.695,Regular,0.223633668,Dairy,119.944,Small,Tier 1,Grocery Store,,test,Food,36
18.85,Low Fat,0.039705236,Snack Foods,40.348,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.01,Low Fat,0.070644938,Hard Drinks,35.8532,Small,Tier 2,Supermarket Type1,,test,Drinks,14
12.35,Regular,0.072394912,Dairy,50.3692,Small,Tier 1,Supermarket Type1,,test,Food,24
6.325,Low Fat,0.12588618,Frozen Foods,101.2042,Small,Tier 2,Supermarket Type1,,test,Food,14
15.35,Low Fat,0.073431813,Soft Drinks,91.312,Small,Tier 2,Supermarket Type1,,test,Drinks,19
18.25,Low Fat,0.077724599,Snack Foods,260.2962,Small,Tier 1,Supermarket Type1,,test,Food,24
19.2,Regular,0.005587545,Starchy Foods,226.3062,Small,Tier 2,Supermarket Type1,,test,Food,17
11.1,Regular,0.053884439,Fruits and Vegetables,163.8526,Small,Tier 2,Supermarket Type1,,test,Food,19
6.55,Low Fat,0.024563959,Breads,100.9332,Medium,Tier 1,Supermarket Type1,,test,Food,22
8.985,Regular,0.057778979,Frozen Foods,130.331,High,Tier 3,Supermarket Type1,,test,Food,34
11.8,Low Fat,0.192766917,Soft Drinks,198.1084,Small,Tier 3,Grocery Store,,test,Drinks,23
7.39,Not Applicable,0.067451486,Health and Hygiene,142.0812,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
15.1,Low Fat,0.173448501,Snack Foods,194.611,Small,Tier 2,Supermarket Type1,,test,Food,17
8.6,Regular,0.0,Canned,189.053,Medium,Tier 3,Supermarket Type3,,test,Food,36
7.81,Regular,0.096694919,Canned,126.5046,Small,Tier 1,Grocery Store,,test,Food,36
16.0,Low Fat,0.076791671,Fruits and Vegetables,44.5086,High,Tier 3,Supermarket Type1,,test,Food,34
15.1,Low Fat,0.076075485,Baking Goods,91.683,Small,Tier 1,Supermarket Type1,,test,Food,24
16.2,Low Fat,0.044312181,Frozen Foods,40.9454,Small,Tier 2,Supermarket Type1,,test,Food,19
6.425,Low Fat,0.156424341,Fruits and Vegetables,176.3712,Small,Tier 3,Grocery Store,,test,Food,23
11.5,Low Fat,0.171429906,Snack Foods,125.8704,Small,Tier 2,Supermarket Type1,,test,Food,19
12.6,Not Applicable,0.0,Household,173.2054,Medium,Tier 3,Supermarket Type2,,test,Non-Consumable,12
14.7,Low Fat,0.020818872,Hard Drinks,144.4128,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
14.5,Low Fat,0.062082947,Dairy,155.7998,Medium,Tier 1,Supermarket Type1,,test,Drinks,22
17.35,Regular,0.146178155,Seafood,149.905,High,Tier 3,Supermarket Type1,,test,Food,34
5.63,Regular,0.024641247,Meat,104.6306,Medium,Tier 3,Supermarket Type2,,test,Food,12
18.6,Not Applicable,0.012653565,Household,121.2414,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
13.0,Regular,0.078762707,Soft Drinks,175.6054,Small,Tier 1,Grocery Store,,test,Drinks,36
6.405,Low Fat,0.13707192,Snack Foods,128.5678,Small,Tier 2,Supermarket Type1,,test,Food,14
20.2,Regular,0.059922682,Fruits and Vegetables,127.8678,Small,Tier 2,Supermarket Type1,,test,Food,19
18.85,Not Applicable,0.051802741,Health and Hygiene,192.8846,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
7.21,Regular,0.143931094,Snack Foods,104.3332,Medium,Tier 3,Supermarket Type3,,test,Food,36
7.96,Low Fat,0.028420724,Canned,161.8894,Small,Tier 2,Supermarket Type1,,test,Food,19
20.75,Not Applicable,0.025008936,Health and Hygiene,147.6734,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
17.5,Low Fat,0.098302848,Soft Drinks,173.4738,Medium,Tier 3,Supermarket Type2,,test,Drinks,12
13.65,Low Fat,0.049418994,Fruits and Vegetables,149.505,Medium,Tier 3,Supermarket Type2,,test,Food,12
10.1,Regular,0.053802487,Fruits and Vegetables,224.2088,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.1,Regular,0.093873561,Fruits and Vegetables,60.5194,Small,Tier 2,Supermarket Type1,,test,Food,17
16.85,Regular,0.02328537,Snack Foods,45.4428,Small,Tier 2,Supermarket Type1,,test,Food,14
19.5,Low Fat,0.127585158,Breads,156.5314,Medium,Tier 3,Supermarket Type3,,test,Food,36
14.3,Low Fat,0.044057131,Frozen Foods,77.9302,Small,Tier 3,Grocery Store,,test,Food,23
20.75,Low Fat,0.007516517,Snack Foods,107.6622,Medium,Tier 3,Supermarket Type3,,test,Food,36
9.695,Regular,0.047525766,Frozen Foods,245.2144,Small,Tier 2,Supermarket Type1,,test,Food,19
10.5,Regular,0.010981858,Snack Foods,164.1842,Small,Tier 1,Supermarket Type1,,test,Food,24
17.6,Low Fat,0.010039894,Snack Foods,160.6552,Small,Tier 1,Supermarket Type1,,test,Food,24
10.195,Low Fat,0.080747059,Snack Foods,120.544,Small,Tier 2,Supermarket Type1,,test,Food,14
16.7,Low Fat,0.021958822,Dairy,109.2886,Medium,Tier 3,Supermarket Type3,,test,Food,36
4.615,Regular,0.101831776,Canned,234.03,Small,Tier 1,Supermarket Type1,,test,Food,24
8.325,Low Fat,0.029784839,Fruits and Vegetables,40.4138,Small,Tier 1,Supermarket Type1,,test,Food,24
8.395,Low Fat,0.072122618,Hard Drinks,252.104,Small,Tier 2,Supermarket Type1,,test,Drinks,19
16.2,Not Applicable,0.050340436,Household,191.6162,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
6.46,Regular,0.04944097,Fruits and Vegetables,146.4102,Small,Tier 2,Supermarket Type1,,test,Food,14
12.5,Not Applicable,0.103356186,Household,168.9448,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
11.8,Low Fat,0.053892008,Hard Drinks,76.6012,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
14.15,Low Fat,0.03492891,Snack Foods,244.4828,Medium,Tier 1,Supermarket Type1,,test,Food,22
10.5,Regular,0.142538224,Breads,161.1578,Small,Tier 1,Supermarket Type1,,test,Food,24
20.75,Low Fat,0.108619696,Snack Foods,161.9578,High,Tier 3,Supermarket Type1,,test,Food,34
14.15,Not Applicable,0.008843726,Household,196.711,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
5.155,Low Fat,0.083537256,Frozen Foods,248.8776,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.7,Regular,0.019007466,Fruits and Vegetables,60.3536,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.2,Not Applicable,0.074225409,Household,94.0462,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
8.985,Low Fat,0.183250395,Fruits and Vegetables,101.87,High,Tier 3,Supermarket Type1,,test,Food,34
15.85,Low Fat,0.131484879,Canned,35.9506,Small,Tier 3,Grocery Store,,test,Food,23
10.195,Regular,0.045236996,Fruits and Vegetables,116.3808,Small,Tier 2,Supermarket Type1,,test,Food,14
20.25,Regular,0.0,Baking Goods,240.4538,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.905,Regular,0.038302823,Dairy,96.6726,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.7,Low Fat,0.073666699,Baking Goods,249.9724,Small,Tier 1,Supermarket Type1,,test,Food,24
8.155,Regular,0.033527475,Frozen Foods,74.0354,High,Tier 3,Supermarket Type1,,test,Food,34
6.44,Low Fat,0.079338525,Breads,99.47,Medium,Tier 1,Supermarket Type1,,test,Food,22
19.85,Regular,0.081439977,Breads,168.9816,Small,Tier 2,Supermarket Type1,,test,Food,17
16.7,Not Applicable,0.026662015,Household,247.5776,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
13.1,Low Fat,0.006097005,Frozen Foods,187.2898,Small,Tier 2,Supermarket Type1,,test,Food,14
9.395,Regular,0.100379956,Baking Goods,86.2856,Small,Tier 2,Supermarket Type1,,test,Food,17
7.06,Regular,0.043892097,Starchy Foods,60.0904,Small,Tier 2,Supermarket Type1,,test,Food,17
8.275,Not Applicable,0.109755674,Household,106.0306,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
20.0,Not Applicable,0.058599942,Health and Hygiene,110.1544,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
9.0,Regular,0.069479757,Breakfast,55.1614,Small,Tier 2,Supermarket Type1,,test,Food,14
6.4,Low Fat,0.085233007,Frozen Foods,42.2796,Small,Tier 2,Supermarket Type1,,test,Food,14
6.42,Low Fat,0.053460551,Dairy,178.9002,Small,Tier 2,Supermarket Type1,,test,Food,17
19.6,Low Fat,0.06929452,Snack Foods,162.5526,Small,Tier 1,Grocery Store,,test,Food,36
7.72,Low Fat,0.122208091,Fruits and Vegetables,119.344,Small,Tier 2,Supermarket Type1,,test,Food,14
17.7,Not Applicable,0.012542375,Household,167.4474,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
7.645,Regular,0.066383024,Snack Foods,42.6112,Medium,Tier 3,Supermarket Type3,,test,Food,36
11.0,Not Applicable,0.037894845,Health and Hygiene,40.348,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
6.675,Not Applicable,0.021561415,Household,36.4874,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
9.6,Regular,0.027320856,Snack Foods,259.8304,High,Tier 3,Supermarket Type1,,test,Food,34
5.51,Not Applicable,0.060359181,Health and Hygiene,96.2726,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
7.81,Regular,0.054959317,Canned,125.5046,Medium,Tier 3,Supermarket Type3,,test,Food,36
6.935,Regular,0.041450453,Snack Foods,101.9332,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.885,Regular,0.13998208,Canned,110.6228,Small,Tier 2,Supermarket Type1,,test,Food,17
6.115,Regular,0.011317898,Frozen Foods,89.7488,Medium,Tier 3,Supermarket Type3,,test,Food,36
11.5,Regular,0.042002566,Frozen Foods,191.382,Small,Tier 1,Supermarket Type1,,test,Food,24
16.5,Not Applicable,0.012709331,Health and Hygiene,37.1506,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
15.0,Low Fat,0.046637544,Breads,121.9414,Small,Tier 2,Supermarket Type1,,test,Food,14
6.92,Regular,0.130290904,Breakfast,92.9804,Medium,Tier 3,Supermarket Type3,,test,Food,36
20.1,Not Applicable,0.05800138,Household,120.3782,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
15.6,Low Fat,0.025179178,Snack Foods,173.7054,High,Tier 3,Supermarket Type1,,test,Food,34
15.35,Low Fat,0.0,Frozen Foods,37.219,Small,Tier 1,Supermarket Type1,,test,Food,24
9.0,Low Fat,0.082475411,Frozen Foods,215.1534,Small,Tier 2,Supermarket Type1,,test,Food,14
8.975,Regular,0.05271917,Canned,84.9224,Small,Tier 2,Supermarket Type1,,test,Food,17
18.7,Regular,0.091134452,Meat,180.6292,Medium,Tier 3,Supermarket Type3,,test,Food,36
20.2,Regular,0.059801403,Fruits and Vegetables,127.9678,Small,Tier 1,Supermarket Type1,,test,Food,24
6.115,Regular,0.007058626,Soft Drinks,190.653,Small,Tier 2,Supermarket Type1,,test,Drinks,19
7.725,Not Applicable,0.029048089,Household,120.2414,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
12.3,Not Applicable,0.076490678,Household,245.146,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
5.75,Regular,0.0,Dairy,112.8176,Medium,Tier 3,Supermarket Type2,,test,Food,12
21.25,Not Applicable,0.043168763,Household,145.2102,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
13.65,Regular,0.026026406,Snack Foods,80.0302,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.115,Regular,0.011363508,Frozen Foods,90.6488,High,Tier 3,Supermarket Type1,,test,Food,34
14.6,Regular,0.043045942,Fruits and Vegetables,107.7254,Small,Tier 2,Supermarket Type1,,test,Food,19
15.85,Regular,0.007157526,Snack Foods,40.448,Medium,Tier 1,Supermarket Type1,,test,Food,22
7.365,Low Fat,0.267753377,Snack Foods,93.612,Small,Tier 3,Grocery Store,,test,Food,23
10.395,Low Fat,0.196267755,Snack Foods,60.422,Small,Tier 1,Grocery Store,,test,Food,36
6.615,Low Fat,0.093367723,Dairy,198.4426,Small,Tier 2,Supermarket Type1,,test,Food,17
9.395,Regular,0.100807923,Baking Goods,88.4856,Medium,Tier 3,Supermarket Type2,,test,Food,12
16.1,Regular,0.047898827,Frozen Foods,126.2362,Small,Tier 2,Supermarket Type1,,test,Food,19
12.5,Low Fat,0.071184721,Starchy Foods,127.902,High,Tier 3,Supermarket Type1,,test,Food,34
8.655,Regular,0.087767643,Snack Foods,122.2756,Medium,Tier 3,Supermarket Type3,,test,Food,36
6.59,Low Fat,0.106194617,Fruits and Vegetables,83.1908,Small,Tier 2,Supermarket Type1,,test,Food,14
16.85,Low Fat,0.139634411,Snack Foods,146.076,Medium,Tier 1,Supermarket Type1,,test,Food,22
13.65,Regular,0.184014453,Canned,212.4902,High,Tier 3,Supermarket Type1,,test,Food,34
20.5,Low Fat,0.036177057,Frozen Foods,74.7696,Medium,Tier 3,Supermarket Type3,,test,Food,36
5.11,Not Applicable,0.05837308,Household,161.221,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
10.195,Low Fat,0.267701662,Frozen Foods,143.7154,Small,Tier 3,Grocery Store,,test,Food,23
7.325,Low Fat,0.093367723,Fruits and Vegetables,93.1146,Small,Tier 2,Supermarket Type1,,test,Food,17
5.945,Not Applicable,0.092948793,Household,127.5652,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
10.3,Low Fat,0.027469924,Fruits and Vegetables,98.9042,Small,Tier 2,Supermarket Type1,,test,Food,14
9.5,Regular,0.021951904,Meat,195.1452,Medium,Tier 3,Supermarket Type3,,test,Food,36
10.895,Low Fat,0.064806913,Fruits and Vegetables,196.6794,Small,Tier 2,Supermarket Type1,,test,Food,19
10.195,Low Fat,0.086470378,Breads,33.6558,Small,Tier 3,Grocery Store,,test,Food,23
15.5,Low Fat,0.033007266,Baking Goods,106.0938,Medium,Tier 3,Supermarket Type2,,test,Food,12
11.1,Low Fat,0.135029856,Snack Foods,218.9482,High,Tier 3,Supermarket Type1,,test,Food,34
6.38,Not Applicable,0.015159706,Household,142.447,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
10.3,Regular,0.059067021,Fruits and Vegetables,189.653,Medium,Tier 3,Supermarket Type2,,test,Food,12
10.1,Regular,0.045470757,Snack Foods,38.1848,Medium,Tier 3,Supermarket Type3,,test,Food,36
19.7,Low Fat,0.038894579,Hard Drinks,124.7362,Medium,Tier 3,Supermarket Type2,,test,Drinks,12
9.395,Low Fat,0.0,Snack Foods,237.6932,Medium,Tier 3,Supermarket Type2,,test,Food,12
18.75,Low Fat,0.05289235,Snack Foods,192.7504,Medium,Tier 1,Supermarket Type1,,test,Food,22
7.96,Low Fat,0.028363203,Canned,160.4894,Small,Tier 1,Supermarket Type1,,test,Food,24
17.25,Low Fat,0.072825279,Canned,78.1986,Small,Tier 2,Supermarket Type1,,test,Food,17
10.8,Low Fat,0.052058877,Soft Drinks,239.7564,Small,Tier 2,Supermarket Type1,,test,Drinks,17
10.5,Not Applicable,0.019763707,Household,236.3248,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
12.15,Low Fat,0.025904641,Starchy Foods,118.844,Medium,Tier 1,Supermarket Type1,,test,Food,22
6.92,Regular,0.131190433,Breakfast,92.7804,Small,Tier 2,Supermarket Type1,,test,Food,19
9.195,Low Fat,0.114790042,Frozen Foods,57.3246,High,Tier 3,Supermarket Type1,,test,Food,34
8.895,Low Fat,0.075567131,Hard Drinks,234.8616,Medium,Tier 1,Supermarket Type1,,test,Drinks,22
8.42,Regular,0.030842666,Canned,231.0352,Small,Tier 1,Supermarket Type1,,test,Food,24
6.525,Not Applicable,0.09047883,Household,87.1882,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
15.85,Low Fat,0.107577534,Soft Drinks,59.8904,Small,Tier 2,Supermarket Type1,,test,Drinks,17
16.1,Low Fat,0.064867575,Dairy,147.876,Medium,Tier 3,Supermarket Type3,,test,Food,36
19.0,Regular,0.103871404,Fruits and Vegetables,227.772,Medium,Tier 3,Supermarket Type2,,test,Food,12
5.175,Regular,0.029495954,Snack Foods,104.5622,Small,Tier 1,Supermarket Type1,,test,Food,24
5.59,Regular,0.056690821,Snack Foods,63.4168,Medium,Tier 1,Supermarket Type1,,test,Food,22
18.25,Low Fat,0.044241936,Hard Drinks,174.308,Small,Tier 2,Supermarket Type1,,test,Drinks,17
13.5,Low Fat,0.09376333,Soft Drinks,188.8872,Medium,Tier 3,Supermarket Type3,,test,Drinks,36
13.6,Regular,0.043832988,Fruits and Vegetables,158.0946,Medium,Tier 3,Supermarket Type2,,test,Food,12
19.2,Not Applicable,0.041028183,Household,129.131,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
7.1,Low Fat,0.110182726,Fruits and Vegetables,171.208,Medium,Tier 1,Supermarket Type1,,test,Food,22
18.2,Not Applicable,0.0,Household,222.0456,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
4.905,Low Fat,0.117994019,Canned,195.2768,Small,Tier 2,Supermarket Type1,,test,Food,14
9.695,Low Fat,0.130200124,Fruits and Vegetables,186.7898,Medium,Tier 1,Supermarket Type1,,test,Food,22
6.385,Regular,0.123687134,Snack Foods,36.8874,Small,Tier 2,Supermarket Type1,,test,Food,17
10.65,Not Applicable,0.048450921,Others,163.3526,Medium,Tier 3,Supermarket Type3,,test,Non-Consumable,36
11.0,Regular,0.133898743,Canned,222.0798,Small,Tier 2,Supermarket Type1,,test,Food,14
7.31,Low Fat,0.026766644,Snack Foods,108.657,High,Tier 3,Supermarket Type1,,test,Food,34
12.6,Low Fat,0.0,Fruits and Vegetables,110.8228,Medium,Tier 3,Supermarket Type2,,test,Food,12
6.78,Low Fat,0.066621085,Fruits and Vegetables,186.624,Small,Tier 1,Supermarket Type1,,test,Food,24
18.1,Not Applicable,0.049039681,Household,127.8336,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,19
8.35,Regular,0.222132498,Frozen Foods,74.4354,Small,Tier 1,Grocery Store,,test,Food,36
12.65,Low Fat,0.035554996,Baking Goods,228.501,Medium,Tier 3,Supermarket Type2,,test,Food,12
13.5,Regular,0.0,Starchy Foods,95.8068,Small,Tier 2,Supermarket Type1,,test,Food,14
8.63,Low Fat,0.031221915,Snack Foods,185.8582,Medium,Tier 3,Supermarket Type2,,test,Food,12
15.1,Regular,0.019934187,Frozen Foods,131.431,Small,Tier 1,Supermarket Type1,,test,Food,24
13.65,Low Fat,0.039986574,Frozen Foods,34.3558,Medium,Tier 3,Supermarket Type2,,test,Food,12
10.0,Not Applicable,0.021546531,Household,249.175,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
7.42,Regular,0.043084893,Snack Foods,189.1872,Small,Tier 3,Grocery Store,,test,Food,23
5.8,Low Fat,0.130846833,Dairy,88.6172,High,Tier 3,Supermarket Type1,,test,Food,34
5.465,Regular,0.0,Baking Goods,129.2626,Medium,Tier 1,Supermarket Type1,,test,Food,22
15.0,Not Applicable,0.071482421,Health and Hygiene,127.2362,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
19.35,Regular,0.02154496,Fruits and Vegetables,119.0098,Medium,Tier 3,Supermarket Type2,,test,Food,12
10.195,Regular,0.044945123,Fruits and Vegetables,117.7808,High,Tier 3,Supermarket Type1,,test,Food,34
11.35,Regular,0.043225203,Fruits and Vegetables,197.7742,Medium,Tier 1,Supermarket Type1,,test,Food,22
10.8,Low Fat,0.058384823,Hard Drinks,74.838,High,Tier 3,Supermarket Type1,,test,Drinks,34
14.6,Not Applicable,0.02584838,Household,197.5084,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
9.8,Low Fat,0.026710788,Meat,127.902,Medium,Tier 3,Supermarket Type3,,test,Food,36
20.1,Regular,0.022470715,Fruits and Vegetables,229.3036,Small,Tier 2,Supermarket Type1,,test,Food,19
15.35,Not Applicable,0.015764902,Others,141.147,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,14
17.7,Regular,0.121876033,Meat,100.3674,Small,Tier 1,Supermarket Type1,,test,Food,24
17.0,Low Fat,0.135733218,Fruits and Vegetables,169.9106,Small,Tier 1,Supermarket Type1,,test,Food,24
15.5,Regular,0.085818761,Frozen Foods,51.2692,Small,Tier 2,Supermarket Type1,,test,Food,17
16.5,Not Applicable,0.035649249,Health and Hygiene,91.912,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
9.6,Not Applicable,0.011727514,Household,164.5184,Small,Tier 1,Grocery Store,,test,Non-Consumable,36
15.6,Low Fat,0.143328443,Breakfast,129.7994,Medium,Tier 1,Supermarket Type1,,test,Food,22
20.35,Regular,0.030777863,Dairy,255.5672,Medium,Tier 3,Supermarket Type3,,test,Food,36
16.7,Not Applicable,0.026615593,Household,247.4776,Small,Tier 2,Supermarket Type1,,test,Non-Consumable,17
18.25,Low Fat,0.078164241,Snack Foods,256.9962,Small,Tier 2,Supermarket Type1,,test,Food,14
13.15,Regular,0.164558565,Fruits and Vegetables,172.6764,Medium,Tier 3,Supermarket Type3,,test,Food,36
5.11,Not Applicable,0.034845668,Household,164.621,High,Tier 3,Supermarket Type1,,test,Non-Consumable,34
8.21,Low Fat,0.045179902,Dairy,87.8198,Small,Tier 2,Supermarket Type1,,test,Food,14
8.155,Regular,0.033745202,Frozen Foods,73.6354,Small,Tier 2,Supermarket Type1,,test,Food,14
9.195,Low Fat,0.015846096,Baking Goods,81.5592,High,Tier 3,Supermarket Type1,,test,Food,34
18.35,Not Applicable,0.088982596,Household,189.9504,Small,Tier 1,Supermarket Type1,,test,Non-Consumable,24
10.3,Regular,0.011171624,Snack Foods,86.954,Medium,Tier 3,Supermarket Type2,,test,Food,12
9.0,Low Fat,0.082345601,Frozen Foods,214.5534,Medium,Tier 3,Supermarket Type2,,test,Food,12
20.25,Not Applicable,0.023805745,Household,145.5418,Small,Tier 3,Grocery Store,,test,Non-Consumable,23
19.5,Regular,0.030694361,Canned,88.254,Small,Tier 1,Supermarket Type1,,test,Food,24
7.72,Low Fat,0.051728948,Fruits and Vegetables,77.9986,Medium,Tier 3,Supermarket Type3,,test,Food,36
7.405,Low Fat,0.026738937,Canned,89.6146,Small,Tier 1,Grocery Store,,test,Food,36
20.75,Low Fat,0.024198404,Fruits and Vegetables,122.073,Small,Tier 2,Supermarket Type1,,test,Food,19
12.8,Not Applicable,0.091178768,Others,109.1938,Medium,Tier 1,Supermarket Type1,,test,Non-Consumable,22
17.75,Regular,0.037887894,Baking Goods,154.6656,Small,Tier 1,Supermarket Type1,,test,Food,24
18.85,Low Fat,0.055358452,Baking Goods,132.7284,Small,Tier 1,Supermarket Type1,,test,Food,24
